total_Amount_card_description_7,total_Amount_card_description_3,max_Amount_card_state_14,total_Amount_Cardnum_3,total_Amount_card_description_1,total_Amount_Cardnum_0,total_Amount_card_description_0,total_Amount_Cardnum_14,max_Amount_card_state_30,max_Amount_Cardnum_3,Fraud
-0.03530143309270315,-0.034619411251871395,-0.20375945723505678,-0.039085419746005386,-0.03411661275927492,-0.06516920287473653,-0.037464549388516226,-0.02693819860640513,-0.2678852468098815,1.044330677842276,
-0.03758036953021213,-0.03689911668332811,-0.223348336952649,-0.0767921057202627,-0.036397709873157796,-0.07172378555532063,-0.040643545484344,-0.10247936772830023,-0.2860923800617825,-0.4871675577043202,
-0.037316390035116824,-0.03663504811219247,-0.4756358867220777,-0.07736396899794463,-0.036277922327792596,-0.07159259116747932,-0.040476606454555586,-0.11632673448204098,-0.5205842500752761,-0.5326993118453834,
-0.036914753686498575,-0.03689417608641073,-0.4754285969896164,-0.07750867614861666,-0.036392766260174465,-0.07163340719925218,-0.040636655937082884,-0.08860685102524389,-0.5203915819985364,-0.5515865580076024,
-0.037277321829678155,-0.03659596672375622,-0.4525469995986969,-0.07683011216757908,-0.03609437485087324,-0.07070019167007831,-0.04022080993060468,-0.11267657339157053,-0.4991239904507319,-0.5127658333884645,
-0.03751179438192999,-0.03683051839535979,-0.4820698411103956,-0.07751972981656126,-0.036329069708273924,-0.07164860908863696,-0.04054788677044936,-0.11638445727833419,-0.5265643707648504,-0.5382539793573772,
-0.007138322541011679,-0.006446797468230429,0.2946527591040861,-0.050204299284143626,-0.005926800555627309,-0.03835126520945131,0.0018215039724346618,-0.04826579513968598,0.19537032308942184,0.13231897358061434,
-0.03679514292462882,-0.03611362511444993,-0.39183502603359127,-0.07694847221931465,-0.03561173878846269,-0.07086296989202956,-0.03954819579735669,-0.11524103802925699,-0.4426944748979334,-0.46035097204542635,
-0.036914753686498575,-0.03689417608641073,-0.4754285969896164,-0.07750867614861666,-0.036392766260174465,-0.07163340719925218,-0.040636655937082884,-0.08860685102524389,-0.5203915819985364,-0.5515865580076024,
-0.0003923768829490846,0.00030142451105703865,-0.2634349821378559,0.3554861597844005,-0.029596692760481977,0.03746472205368387,-0.03116547165869609,1.4973901205957214,-0.3233514219789815,5.508025698322938,
-0.033647841220692185,-0.032965261399339044,0.29667782033659257,-0.03659405422205308,-0.0324614531046654,-0.03910427934664845,-0.035157875968979624,-0.04652243972101309,0.19725254199295575,0.6286391845934116,
-0.03501206243005371,-0.0343299429453015,-0.16732430041397572,-0.06674099031622517,-0.03382696774217496,-0.062004572111939965,-0.03706089258103845,-0.08339617220588208,-0.2340201271675586,-0.2665226732378158,
0.02235203056205724,0.02305350672547873,1.1756341220645803,-0.029801045299714207,0.023591512567808552,-0.006022052614510533,0.04295899066851505,0.049679388346196354,1.0142096492331156,-0.3150829945477481,
-0.03420764997966017,-0.03497690777753453,-0.27658990746713025,-0.07180039041256749,-0.034474327524376056,-0.07158516376033698,-0.04046715540895381,-0.10697324857474177,-0.33557843454130815,-0.04320026006974321,
-0.03716841208356064,-0.03648702022762926,-0.3750525303862443,-0.07461130283952105,-0.03598536184662555,-0.07127217143505843,-0.04006888658074433,-0.11288207045316259,-0.42709577099266216,-0.1966935506737814,
-0.03653527920482284,-0.035853673707412104,-0.359115139032778,-0.07473789005050308,-0.035351628689955415,-0.06782280026013218,-0.03918569961838758,-0.11214290611755003,0.616275967659212,-0.4321027000885217,
-0.03655978389769928,-0.03587818666904067,-0.3622005669736441,-0.07676086270447408,-0.03537615661591115,-0.07060495426260831,-0.03921988237210616,-0.1155653991231483,-0.41515035023480124,-0.43476646257568596,
-0.0187092865501793,-0.01802166593087298,0.06854749708092217,-0.05332203932495673,-0.017508735080754192,-0.051036096553225885,-0.014319380347408324,-0.08232781212592728,0.9332742363811571,-0.06288594666739117,
-0.036988141125888226,-0.03630668844014469,-0.359115139032778,-0.07473789005050308,-0.03580491997273417,-0.06782280026013218,-0.03981741810571386,-0.11214290611755003,0.616275967659212,-0.4321027000885217,
-0.037502043160475285,-0.03682076388349726,-0.4808420480796633,-0.0775119569176413,-0.03631930924161454,-0.07163791917555361,-0.040534284330985125,-0.11646991827115409,-0.5254231829257,-0.5371939808482731,
-0.037187724567610554,-0.03650633922839596,-0.4412656545435918,-0.07726140711089699,-0.036004692640983424,-0.07129334301616508,-0.04009582647708585,-0.09444862265044089,-0.4886384008897063,-0.5030262366976701,
-0.007138322541011679,-0.006446797468230429,0.2946527591040861,-0.050204299284143626,-0.005926800555627309,-0.03835126520945131,0.0018215039724346618,-0.04826579513968598,0.19537032308942184,0.13231897358061434,
-0.03585769595296034,-0.03517586181493848,-0.1867377811271776,-0.06674099031622517,-0.03467340301643535,-0.062004572111939965,-0.03824050673068086,-0.08339617220588208,-0.12179097246668762,-0.2665226732378158,
0.02235203056205724,0.02305350672547873,1.1756341220645803,-0.029801045299714207,0.023591512567808552,-0.006022052614510533,0.04295899066851505,0.049679388346196354,1.0142096492331156,-0.3150829945477481,
-0.03763146846341959,-0.03695023285912721,-0.4882646150381811,-0.07753088443124508,-0.03644885725363912,-0.07177980347647828,-0.040714825800237775,-0.1163261484638045,-0.5323221821351097,-0.5445038406967703,
-0.03004147227294626,-0.02935767553485578,-0.2929339056035014,-0.06843210056501006,-0.028851664932033387,-0.06345916385649802,-0.030127181555435405,-0.09701445466401247,-0.2978599533641914,-0.3749660272049289,
-0.03695337865459839,-0.03627191423876463,-0.41175875839592857,-0.07707460516997018,-0.03577012454289,-0.07103643802706419,-0.03976892629229913,-0.11300205768708173,-0.034349306869442486,-0.4775518569431613,
-0.03746633089488791,-0.0367850395673254,-0.47634545542165674,-0.07748348993718124,-0.03628356311696588,-0.07159876910426127,-0.040484467604635574,-0.11635466801797983,-0.5212437677225773,-0.5333119083863592,
-0.036284026953314535,-0.035602336674486645,-0.32747953678637765,-0.07488123442019563,-0.035100138224342145,-0.07030265185041311,-0.03883521598336092,-0.1138274155383098,-0.3828784473809027,-0.4047905307110857,
-0.03744100304695361,-0.03675970317287727,-0.47315638261455994,-0.05620416967643009,-0.03625821125551293,-0.06846849877637552,-0.04044913659304014,-0.08912127736716664,-0.40486483906115917,0.552876823621275,
-0.03707127978673258,-0.03638985515492068,-0.42660389231296425,-0.07642688041776434,-0.03588813745795348,-0.07116568879434489,-0.03993339215127586,-0.11379528220500951,-0.47501083961569496,-0.45484448628384655,
-0.034797218959950964,-0.03411502697939523,-0.14027299032777701,-0.07535588598800859,-0.033611920577400305,-0.06867271776527983,-0.03676119727518022,-0.09285904818399078,-0.2088769431530287,-0.24316829050151526,
-0.024839132307239914,-0.026092321018380653,0.8695389413574105,-0.03659405422205308,-0.025584317027977106,-0.03910427934664845,-0.02557372078101645,-0.04652243972101309,0.7297055926843841,0.6286391845934116,
-0.03480279108649651,-0.03412060098617382,-0.1409745863453383,-0.07536032764453426,-0.03361749798691995,-0.06867882628704175,-0.03676897009773121,-0.11438813732091441,-0.20952905048968612,-0.24377400393528903,
0.02235203056205724,0.02305350672547873,1.1756341220645803,-0.029801045299714207,0.023591512567808552,-0.006022052614510533,0.04295899066851505,0.049679388346196354,1.0142096492331156,-0.3150829945477481,
-0.03561708139758443,-0.03493516606768123,-0.2435032770935008,-0.07600941517771957,-0.03443256033263232,-0.06957150344452287,-0.037904862120524276,-0.10772100784448936,-0.30482564536939566,-0.3322907625526851,
-0.03719456308655281,-0.036513180054896954,-0.2527755062801348,-0.07726685823481487,-0.036011537643575724,-0.07130083983832744,-0.040105365850216616,-0.10722640845290084,-0.313443836648175,-0.5037696122754834,
-0.03671466368781756,-0.036033118721090995,-0.44455039953490155,-0.07688432056654028,-0.03553118324869594,-0.07077474340158178,-0.03943593150801221,-0.11586265687360242,-0.491691448874966,-0.5058620768648837,
-0.0064627021973640815,-0.005770949146326534,1.264497635834333,-0.038858541949608194,-0.005250539651369851,-0.018478647372453236,0.002763958706742743,-0.06885979451060079,1.0968049716692931,0.9696214322720416,
-0.034781262415752356,-0.034099065050892906,-0.13826387445930605,-0.07534316669886686,-0.033595948904684945,-0.06865522518023433,-0.0367389387378751,-0.11437153347088083,-0.20700954487078246,-0.2414337474866176,
-0.022269305536205444,-0.021582886193516164,1.437138092246519,-0.05327156595534667,-0.02107212934692731,-0.054938817223914894,-0.019285419009732914,-0.08120382914835997,1.257267838350882,1.118668235623604,
-0.0003923768829490846,0.00030142451105703865,-0.2634349821378559,0.3554861597844005,-0.029596692760481977,0.03746472205368387,-0.03116547165869609,1.4973901205957214,-0.3233514219789815,5.508025698322938,
-0.03750273967629348,-0.03682146063434459,-0.44170415205456764,-0.07521945646995261,-0.0363200064178045,-0.07163868274077384,-0.040535255933804006,-0.11387874096885477,-0.48904596797511724,-0.24328530332394885,
-0.037213748931363054,-0.03653237237369141,-0.10329569112948948,-0.07714955812384111,-0.03603074167862633,-0.07132187258939407,-0.04013212909150015,-0.10572107410794462,-0.17450792238692506,-0.5058551937576817,
-0.03341102584250643,-0.03272836611124902,0.03426496440463145,-0.07425092298050526,-0.032224413200080314,-0.06715308414696128,-0.03482753101056236,-0.10712170652798318,-0.046650422538207496,-0.09248330763588283,
-0.037579989612493106,-0.03689873663741139,-0.4906564196435037,-0.07757408963563128,-0.036397329595236,-0.0717233690652005,-0.04064301551917006,-0.11653003397524626,-0.53454527532826,-0.545667085813904,
-0.019618113053682013,-0.03366644611569107,0.7517266191812366,-0.06894263869861578,-0.03630701358880986,-0.06889470699930973,-0.04051714879036134,-0.0716642824509786,0.6202034323004442,-0.24487530108760502,
-0.036637033833898915,-0.03595546267210747,-0.07906671047757147,-0.07632865924050318,-0.035453479793342645,-0.07001055344616113,-0.039327641957472216,-0.10694277562644484,-0.15198798834031252,-0.5167855679944178,
-0.0376369772703453,-0.03695574352491968,-0.4978318334594715,-0.07761951566828033,-0.036454371283505135,-0.07178584258322018,-0.04072251029525978,-0.1165739853429822,-0.445621547602248,-0.5518618822956813,
-0.031160013357345022,-0.03047659405467137,0.3176938101353607,-0.0724565946908678,-0.02997126651344932,-0.06468538018518419,-0.03168748735501856,-0.09978617441800046,0.21678612085010315,0.1522111533943216,
-0.033063021211889074,-0.0323802440515317,0.6995294700110796,-0.06297709019766415,-0.031876078623716775,-0.06677157919692114,-0.034342082911241155,-0.10172359954265409,1.2218539637839976,0.48186380661850087,
-0.02958728063986433,-0.028903330641414673,-0.10398134178301531,-0.06860860593853643,-0.033323416394065726,-0.06835674059414032,-0.03635913036322423,-0.10785559669946745,0.39746431496807183,-0.20220003643536122,
-0.03679995521573634,-0.03660388434702126,-0.4415128076861419,-0.0628749320975734,-0.03610229730757728,-0.07140024214699876,-0.040231850871728245,-0.1016375525315977,-0.48886812051966516,0.73507955436475,
-0.030672452284609644,-0.036068969719235094,0.2626823042129406,-0.07691288849373956,-0.03556705613265186,-0.07081403230291415,-0.039485924889419745,-0.11020113469097587,0.16565497740764615,-0.45549838146803406,
-0.03754864640067441,-0.03686738284928183,-0.2104166467198714,-0.07566326880893383,-0.036365956666687974,-0.07128896986990371,-0.04059929339232072,-0.09819791849258243,-0.2740728561974832,-0.44723865282566433,
-0.03756099372654238,-0.03687973434157529,-0.4882646150381811,-0.07755894762474827,-0.036378315699146284,-0.07170254455919395,-0.04061651726047349,-0.11632370672115251,-0.5323221821351097,-0.5436021536533117,
-0.03726662081392591,-0.03658526209710189,-0.4511996163376984,-0.07732429692943112,-0.036083663689409365,-0.07137983413111233,-0.040205882578205614,-0.11628835028755158,-0.4978716479519239,-0.5116025882713308,
-0.03004147227294626,-0.02935767553485578,-0.2929339056035014,-0.06843210056501006,-0.028851664932033387,-0.06345916385649802,-0.030127181555435405,-0.09701445466401247,-0.2978599533641914,-0.3749660272049289,
-0.0363769168356136,-0.03569525790112516,-0.33917546130640513,-0.05620416967643009,-0.03519311617622084,-0.06846849877637552,-0.03896479246838716,-0.08912127736716664,-0.39374937309540764,0.552876823621275,
-0.03045653238096969,-0.02977287569887453,2.367550083717014,0.3554861597844005,-0.029267118561593617,0.03746472205368387,-0.030706168507955506,1.4973901205957214,14.200857439936314,5.508025698322938,
-0.033987107743772206,-0.033304642402971756,-0.038270496592785544,-0.06382665795494061,-0.03280104128882768,-0.05825796582128012,-0.035631134869300404,-0.07762633431921294,-0.11406942877581228,-0.15510581695944964,
-0.0368788514620517,-0.03619736189810101,-0.4023749116610462,-0.07701519801393915,-0.035695526690564694,-0.07095473654849846,-0.03966496479067959,-0.11598928564753498,-0.4524909055690824,-0.469450439766437,
-0.02904076900106185,-0.028356634590210122,-0.3818213374193073,-0.07076730148338888,-0.027850012886027307,-0.062362128880072566,-0.028731253287299984,-0.08811767230234281,-0.43338712472927754,-0.451705789399746,
-0.037252943776041395,-0.0365715804440999,-0.44947751702186617,-0.07049868221032417,-0.03606997368422477,-0.07136484048678761,-0.04018680383194408,-0.0906757884091341,-0.4962710208528557,-0.09196019148853275,
-0.03735305209500173,-0.036671722543156135,-0.46208232729191623,-0.07739319307894885,-0.03617017691661756,-0.07147458563344217,-0.04032644965527501,-0.1163550098619511,-0.5079867219807577,-0.5209980296020263,
0.02235203056205724,0.02305350672547873,1.1756341220645803,-0.029801045299714207,0.023591512567808552,-0.006022052614510533,0.04295899066851505,0.049679388346196354,1.0142096492331156,-0.3150829945477481,
-0.03628295051977733,-0.036874413698741185,-0.342364534113502,-0.07566326880893383,-0.03637299180824116,-0.07128896986990371,-0.04060909774803845,-0.09819791849258243,-0.3967134973529414,-0.44723865282566433,
-0.03483825007360454,-0.0341560719384012,-0.14543928827527386,-0.07509503961386382,-0.03365299059295408,-0.06871769869825399,-0.03681843351396481,-0.1096781134149181,-0.21367882445023337,-0.24762854396839495,
-0.035597642274294856,-0.03491572038494229,-0.241055663714054,-0.0759939198532493,-0.03441310277896718,-0.06955019303337616,-0.037877745569124786,-0.1150011612311248,-0.3025506800017385,-0.3301776486416788,
-0.027471455543052282,-0.03198442622926577,0.1516068983417587,-0.059026741451763585,-0.03148001916816805,-0.06013869637375239,-0.033790124182591565,-0.024457290402269995,0.06241452951774627,0.12543586637863954,
-0.037578976498575736,-0.036897723181633466,-0.4905288567312199,-0.07757328206171753,-0.03639631552077788,-0.07172225842488016,-0.040641602278706244,-0.11652925261759763,-0.5344267103579586,-0.5455569560986725,
-0.035565285948558775,-0.0348833531410348,-0.23698162320298782,-0.07596812796137856,-0.03438071577596103,-0.06951472195814498,-0.03783261020181162,-0.11497620662122139,-0.29876401126273916,-0.32666038086146965,
0.003242169295623752,0.003937197114363846,0.8352005999069957,0.057506981877845205,0.004463533101557264,-0.026971505657107715,0.016301742419763475,0.09683793622068938,0.6977893847413896,1.1166033034630116,
-0.0187092865501793,-0.01802166593087298,0.06854749708092217,-0.05332203932495673,-0.017508735080754192,-0.051036096553225885,-0.014319380347408324,-0.08232781212592728,0.9332742363811571,-0.06288594666739117,
-0.03762874571976665,-0.03694750919672404,-0.2012958984915745,-0.07357735586305908,-0.036446131928532924,-0.068057214782746,-0.04071102771649126,-0.07514952824273316,0.47103387904005906,-0.4747160167759477,
-0.03729511464285201,-0.03661376554085604,-0.45478732324568233,-0.07734700994575565,-0.03611218453354394,-0.07141107089012216,-0.04024562996625047,-0.11631032597141955,-0.5012062877416493,-0.5146999865122194,
-0.037351405784886,-0.036670075677517004,0.2866800770863441,-0.059026741451763585,-0.036168529045623114,-0.06013869637375239,-0.040324153139521306,-0.024457290402269995,0.18796001244558752,0.12543586637863954,
-0.03577538044717384,-0.03509351853298205,-0.2634349821378559,-0.06809014348590195,-0.034591009466713264,-0.05868028680309312,-0.038125680942995704,-0.10059522142831319,-0.3233514219789815,-0.11065471064909631,
-0.03762462994447732,-0.03694339203262622,-0.4962771604660118,-0.07704043469874418,-0.036442012251046825,-0.07177230665431591,-0.04070528642710701,-0.1090649918350016,-0.5397695443321632,-0.47836406359299444,
-0.0064627021973640815,-0.005770949146326534,1.264497635834333,-0.038858541949608194,-0.005250539651369851,-0.018478647372453236,0.002763958706742743,-0.06885979451060079,1.0968049716692931,0.9696214322720416,
-0.03752300195464092,-0.036841729749903095,-0.4834810058275359,-0.07752866360298223,-0.036340287906966855,-0.07166089554718083,-0.040563520743080346,-0.11648608260751031,1.1056899341312505,-0.5394722893321268,
-0.03742574301857319,-0.03674443799522227,-0.4374547125391111,-0.07621923297518858,-0.03624293675898753,-0.07155427407642725,-0.0404278496585539,-0.09881133308161714,-0.48509627240195347,-0.3879957491382671,
-0.03725718619057039,-0.036575824290169964,-0.2706103959538237,-0.07322439558937596,-0.036074220121018144,-0.06959302210072965,-0.04019272177638632,-0.10947935556304553,-0.3300207015584324,-0.3650268204052773,
-0.03509121195484841,-0.03440911917795191,-0.17729015293615324,-0.07559023384310808,-0.03390619230921543,-0.06899501170324132,-0.03717130199227416,-0.10638635131090775,-0.2432830154723515,-0.2751265572402843,
-0.037581129365650154,-0.03689987677516156,-0.25193837466827185,-0.07757499815628427,-0.03639847042900138,-0.0717246185355609,-0.04064460541469186,-0.11279211665386302,-0.3126657540305724,-0.5457909817435396,
-0.03707026667281521,-0.03638884169914275,-0.3042710594327306,-0.023314510677647598,-0.03588712338349537,-0.07116457815402454,-0.039931978910812044,0.056324004955369975,-0.361307033096701,6.788035846030981,
-0.034288255855711096,-0.03360589213296004,-0.33270164350799863,-0.07495018104308296,-0.03310247492150326,-0.06811475983434412,-0.03605122059717006,-0.09460718941826157,-0.3877322008526142,-0.40929896592837917,
-0.033578189638872845,-0.032895586314606685,0.013217083877792513,-0.06809014348590195,-0.03239173548566979,-0.05868028680309312,-0.035060715687092195,-0.10059522142831319,-0.06621364263793011,-0.11065471064909631,
-0.03730163656369509,-0.036620289662426427,-0.39099789442172833,-0.07735220870282548,-0.03611871263786807,-0.07141822063718442,-0.04025472770173629,-0.10964803114544547,-0.4419163922803308,-0.5154089465540228,
-0.034868516851886036,-0.03610697431090729,-0.2445955345299315,-0.0769431725155056,-0.03560508392483129,-0.07085568131492727,-0.03953892140681289,-0.10787781655760062,0.4250899530482862,-0.45962824578921896,
-0.036978453224053354,-0.03629699726926828,-0.41491594047495445,-0.0769431725155056,-0.035795222885728416,-0.07106392637499284,-0.03980390399377861,-0.11518126416913611,-0.46414732421183386,-0.4802775673951434,
-0.03756099372654238,-0.03687973434157529,3.4916982482186394,0.3554861597844005,-0.036378315699146284,0.03746472205368387,-0.04061651726047349,1.4973901205957214,3.1669048912669893,5.508025698322938,
-0.03747899481885507,-0.03679770776454947,-0.47793999182520513,-0.07749358461110324,-0.03629623904769236,-0.07161265210826563,-0.04050213311043329,-0.11553678189926689,-0.5227258298513442,-0.5346885298267542,
-0.0347625831279008,-0.03408037945998741,-0.13196545566528986,-0.07532827705483189,-0.0335772519068634,-0.06863474774932787,-0.03671288211682347,-0.11157104998845231,-0.20115539946215336,-0.23940323086203508,
-0.035474612252953966,-0.03479264884891049,-0.2012958984915745,-0.07357735586305908,-0.03428995611195947,-0.068057214782746,-0.03770612518029998,-0.07514952824273316,0.47103387904005906,-0.4747160167759477,
-0.031140954151774463,-0.030457528417849152,0.320093587422701,-0.06637495743981306,-0.029952189237705977,-0.05632142559271029,-0.031660900768793,-0.1010943136263814,0.21901662435389727,0.154282968662116,
-0.0187092865501793,-0.01802166593087298,0.06854749708092217,-0.05332203932495673,-0.017508735080754192,-0.051036096553225885,-0.014319380347408324,-0.08232781212592728,0.9332742363811571,-0.06288594666739117,
-0.03616637909965968,-0.03548464912227507,-0.31266629359741294,-0.07113308199295294,-0.034982378827893186,-0.0701736787432125,-0.03867110343450015,-0.11029812070911318,-0.3691100902046585,0.16870996135745506,
-0.036886639775291497,-0.0362051528393938,-0.4033555515492285,-0.07702140623840119,-0.03570332238796147,-0.07096327459596115,-0.039675829076745175,-0.11599529233445889,0.042717923826434585,-0.47029706195227994,
-0.03707362261266651,-0.036392198771407126,-0.2706103959538237,-0.07322439558937596,-0.03589048250513788,-0.06959302210072965,-0.039936660269848434,-0.10947935556304553,-0.3300207015584324,-0.3650268204052773,
-0.031561206468624425,-0.030877922542729766,-0.2735762336644238,-0.07156533593029346,-0.030372839998864063,-0.06512519375204268,-0.032247130578690164,-0.07765827231310109,-0.3327773371179388,-0.35825384291853407,
-0.02693596151810123,-0.02625111687058431,0.8495514275389313,-0.06908951620418104,-0.025743209819633472,-0.06005470419952593,-0.0257951578961908,-0.0992376125138028,0.7111279439002914,0.6113832348380608,
-0.03748450362578078,-0.03698450033261831,0.6893005189823166,-0.07750867614861666,-0.03648314564625423,-0.07163340719925218,-0.04076261099342059,-0.08860685102524389,0.5621806999592214,-0.5515865580076024,
-0.03732671113315005,-0.03664537269293008,-0.303298392226566,-0.06448003572454276,-0.03614381098070649,-0.057042092330577235,-0.04028970540321577,-0.10025953064851661,-0.34187719858856735,-0.2772259049368866,
-0.037579989612493106,-0.03689873663741139,-0.4906564196435037,-0.07757408963563128,-0.036397329595236,-0.0717233690652005,-0.04064301551917006,-0.11377330652114154,0.8886493456839867,-0.545667085813904,
-0.03689518792396933,-0.03621370387252005,-0.4044318636216237,-0.07702822014329853,-0.035711878641201844,-0.07097264562366411,-0.039687753293158635,-0.11600188503961928,-0.4544027657151917,-0.47122628142454653,
-0.03609197854635266,-0.03541022346358369,-0.303298392226566,-0.076387965449795,-0.03490790773487514,-0.07009211609468681,-0.038567318587938576,-0.11538241492880763,-0.3604029751981532,-0.3839140665674961,
-0.03725718619057039,-0.036575824290169964,-0.4500116867170548,-0.07731677639735923,-0.036074220121018144,-0.07136949129312907,-0.04019272177638632,-0.11628107389444864,-0.49676751166599253,-0.5105770052982365,
-0.03439754551954762,-0.03371521867500372,-0.08994942143178933,-0.07503729807902992,-0.033211868203672744,-0.06823457015890184,-0.03620367391220434,-0.09868568100474537,-0.16210306236914637,-0.1997221178426503,
-0.026340757091645052,-0.03132472985882256,0.21093959791779482,-0.06935672222289667,-0.030819920075586846,-0.06561484730327688,-0.03287019296817557,-0.10010657988879552,0.3361662253222742,0.06004634795987888,
0.02235203056205724,0.02305350672547873,1.1756341220645803,-0.029801045299714207,0.023591512567808552,-0.006022052614510533,0.04295899066851505,0.049679388346196354,1.0142096492331156,-0.3150829945477481,
-0.030317229217331012,-0.02963352552940981,0.423810207791507,-0.07178479414135798,-0.02912768332360239,-0.06376146626869322,-0.030511847944180645,-0.10831083519950578,0.31541735551953803,0.2438253102526062,
-0.0370204974516243,-0.03633905568405218,-0.4202098013347351,-0.07712810694175684,-0.03583730697574032,-0.07111001794828735,-0.03986255347302702,-0.11446554056298272,-0.46906777047933984,-0.48484795057725466,
-0.03744739832855702,-0.03676610061247543,-0.47396162349835186,-0.07084967402259248,-0.0362646126005298,-0.062475414192748234,-0.04045805767346799,-0.1100239130092939,-0.5190280848400709,-0.3693562948353194,
-0.03720482086496621,-0.03652344129464845,-0.23317068119850717,-0.07727503492069171,-0.03602180514746416,-0.071312085071571,-0.040119674909912764,-0.10965735860237612,-0.08769613319440586,-0.5048846756422033,
-0.03412907033144399,-0.03344665289385353,-0.05614524967656314,-0.06267324051261162,-0.03294313847227147,-0.06794025047400917,-0.035829165189292786,-0.09606798637724537,-0.13068334523928882,1.1009235852569128,
-0.03297823624092898,-0.032295430471116576,0.08875824599589824,-0.07390593749922053,-0.03179121326750302,-0.06667863248511187,-0.034223812349925456,-0.11298096103056848,0.00399905071240019,-0.04543726991038503,
